190	1	4	1	5295.39	5295.39	1	1	-0.282914	1	
184	1	4	1	5230.24	5230.24	1	1	-0.498611	1	
192	1	4	1	5365.98	5365.98	1	1	-0.71115	1	
195	1	4	1	5396.27	5396.27	1	1	-0.864891	1	
183	1	4	1	5198.89	5198.89	1	1	-0.670595	1	
186	1	4	1	5244.98	5244.98	1	1	-0.346226	1	
185	1	4	1	5235.31	5235.31	1	1	-0.590608	1	
179	1	4	1	5129.63	5129.63	1	1	-0.562756	1	
181	1	4	1	5158.19	5158.19	1	1	-0.749692	1	
194	1	4	1	5389.63	5389.63	1	1	-0.230504	1	
178	1	4	1	5120.24	5120.24	1	1	-0.643687	1	
8	1	4	2	2572.1	1987.19	2	2	-1.04835	1	
10	1	4	2	2572.1	2082.95	2	2	-0.795638	1	
2	1	4	2	2572.1	1882.38	2	2	-1.0748	1	
39	1	4	2	3292.1	2690.39	2	2	-1.12771	1	
43	1	4	2	3292.1	2767.58	2	2	-0.932019	1	
41	1	4	2	3292.1	2743.34	2	2	-1.30548	1	
30	1	4	2	3292.1	2575.24	2	2	-1.17406	1	
53	1	4	2	3652.1	2896.63	2	2	-0.963693	1	
61	1	4	2	3652.1	2948.28	2	2	-0.858167	1	
49	1	4	2	3652.1	2870.4	2	2	-0.737224	1	
58	1	4	2	3652.1	2931.4	2	2	-0.969026	1	
54	1	4	2	3652.1	2897.5	2	2	-0.633704	1	
51	1	4	2	3652.1	2887.07	2	2	-0.859153	1	
63	1	4	2	3652.1	2967.65	2	2	-1.04679	1	
52	1	4	2	3652.1	2892.88	2	2	-0.732221	1	
65	1	4	2	3652.1	3063.61	2	2	-0.967858	1	
64	1	4	2	3652.1	3045.01	2	2	-0.883118	1	
66	1	4	2	3652.1	3129.88	2	2	-0.980767	1	
67	1	4	2	3652.1	3136.73	2	2	-0.909812	1	
69	1	4	2	3652.1	3166.12	2	2	-0.874185	1	
68	1	4	2	3652.1	3144.76	2	2	-0.845505	1	
95	1	4	2	4012.1	3579.86	2	2	-0.512237	1	
101	1	4	2	4372.1	3701.37	2	2	-1.0493	1	
87	1	4	2	4012.1	3497.12	2	2	-0.668463	1	
102	1	4	2	4372.1	3748.45	2	2	-1.27037	1	
134	1	4	2	5092.1	4382.39	2	2	-1.29495	1	
50	1	4	3	4013.1	2878.16	3	3	-0.342038	1	
107	1	4	3	4733.1	3798.43	3	3	-0.343407	1	
7	1	4	1	2116.79	2116.79	1	1	-0.758665	1	
8	1	4	1	2123.18	2123.18	1	1	-0.825607	1	
9	1	4	1	2163.21	2163.21	1	1	-1.0133	1	
10	1	4	1	2172.37	2172.37	1	1	-0.720333	1	
11	1	4	1	2179.84	2179.84	1	1	-1.01017	1	
12	1	4	1	2197.68	2197.68	1	1	-0.903456	1	
13	1	4	1	2215.73	2215.73	1	1	-0.676023	1	
0	1	4	1	1929.61	1929.61	1	1	-1.03908	1	
1	1	4	1	2007.17	2007.17	1	1	-0.656092	1	
2	1	4	1	2025.86	2025.86	1	1	-1.05467	1	
3	1	4	1	2038.25	2038.25	1	1	-0.944666	1	
4	1	4	1	2039.21	2039.21	1	1	-0.991773	1	
5	1	4	1	2047.84	2047.84	1	1	-0.975323	1	
6	1	4	1	2095.19	2095.19	1	1	-0.54931	1	
14	1	4	1	2225.07	2225.07	1	1	-0.83519	1	
15	1	4	1	2226.39	2226.39	1	1	-0.752615	1	
16	1	4	1	2226.59	2226.59	1	1	-0.687329	1	
23	1	4	1	2322.44	2322.44	1	1	-0.612115	1	
17	1	4	1	2234.01	2234.01	1	1	-0.781568	1	
25	1	4	1	2365.66	2365.66	1	1	-0.403979	1	
18	1	4	1	2242.76	2242.76	1	1	-0.5601	1	
20	1	4	1	2249.03	2249.03	1	1	-0.804502	1	
24	1	4	1	2343.13	2343.13	1	1	-0.534231	1	
19	1	4	1	2244.11	2244.11	1	1	-0.575928	1	
21	1	4	1	2286.37	2286.37	1	1	-0.546167	1	
22	1	4	1	2301.63	2301.63	1	1	-0.81595	1	
42	1	4	1	2614.02	2614.02	1	1	-0.307318	1	
31	1	4	1	2431.94	2431.94	1	1	-0.748473	1	
32	1	4	1	2438.62	2438.62	1	1	-0.419572	1	
34	1	4	1	2456.67	2456.67	1	1	-0.725762	1	
37	1	4	1	2500.9	2500.9	1	1	-0.649003	1	
27	1	4	1	2377.58	2377.58	1	1	-0.508743	1	
38	1	4	1	2583.24	2583.24	1	1	-1.1146	1	
26	1	4	1	2376.75	2376.75	1	1	-0.589781	1	
28	1	4	1	2383.57	2383.57	1	1	-0.567424	1	
40	1	4	1	2592.35	2592.35	1	1	-0.631647	1	
43	1	4	1	2634.27	2634.27	1	1	-0.77704	1	
41	1	4	1	2610.26	2610.26	1	1	-0.600177	1	
44	1	4	1	2645.06	2645.06	1	1	-0.668232	1	
30	1	4	1	2418.23	2418.23	1	1	-0.64471	1	
39	1	4	1	2591.28	2591.28	1	1	-0.550534	1	
29	1	4	1	2408.46	2408.46	1	1	-0.802014	1	
35	1	4	1	2478.48	2478.48	1	1	-0.56603	1	
33	1	4	1	2442.34	2442.34	1	1	-0.297908	1	
